OBJECTID_1,OBJECTID,ROADWAY,CCTXTCLS,URBAREA,FUNCLASS,TYPEROAD,USROUTE,STROADNO,MNG_DIST_C,CONTYDOT,AADT_2024,NOLANES_To,MAXSPEED_M,IsSignaliz,Countermea,Counterme1,Counterme2,LocationID,LocationSt,CrashModif,CostScenar,CostEstima,TotalLives,Crash_Save,Crash_Sav1,Crash_Sav2,Crash_Sav3,Benefit_Al,Benefit_KA,CostPerLif,CrashSavin,Crash_Sav4,CostBenefi,PresentVal,PresentVa1,NetPresent,FDOT Manag,FDOT Count,Intersecti,Intersect1,Entering V,AADT Major,AADT Minor,Signalized,CentralPoi,CentralPo1,Counterme3,Serious In,Intersect2,ROADWAY_OR,LRS_SOURCE,LRS_PARENT,LRS_SUB_ID,LOCATION,BEGIN_POST,END_POST,LRS_ROAD_N,Match_Stat,Matched_ID,Match_Cnt,Ovl_Ft,Ovl_Mi,Ovl_Pct,Ang_Dif,Min_Ft,QC_Flag,WP_IDs,WP_Count
104298,225055,87053000,URBAN GENERAL,MIAMI,URBAN MINOR ART,DIVIDED,,SR  968,6,MIAMI-DADE,43500,4,40,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-01045,Potential Location,0.870000005,1,5408.8083328125,0.00560444592865768,0.0027221594510623,0.0115910131706329,0.0224032267122186,0.0814555266221951,14652.2869199668,,965092.428701148,1.18732370548975,0.118732370548975,21.9721544607333,118843.172137057,5408.8083328125,113434.363804245,6,87,87053000 = 1.997|87064503 = .518,NW 67TH AVE|SW 67TH AVE|W FLAGLER ST,26100,87053000,87064503,Y,-80.30433972,25.77052201,10,0.209396888904673,On-System / On-System,87053000,152,LPI-01045,1,1.997,1.987,2.007,NW 67TH AVE,On Corridor,"458151-1, 437782-3",2,106,0.02,100,1.1,0.2,Verified Match,"458151-1, 437782-3",2
104298,225055,87064503,URBAN GENERAL,MIAMI,URBAN MINOR ART,DIVIDED,,SR  968,6,MIAMI-DADE,43500,4,40,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-01045,Potential Location,0.870000005,1,5408.8083328125,0.00560444592865768,0.0027221594510623,0.0115910131706329,0.0224032267122186,0.0814555266221951,14652.2869199668,,965092.428701148,1.18732370548975,0.118732370548975,21.9721544607333,118843.172137057,5408.8083328125,113434.363804245,6,87,87053000 = 1.997|87064503 = .518,NW 67TH AVE|SW 67TH AVE|W FLAGLER ST,26100,87053000,87064503,Y,-80.30433972,25.77052201,10,0.209396888904673,On-System / On-System,87053000,152,LPI-01045,2,0.518,0.508,0.528,SW 67TH AVE,Off Corridor,,0,0,0,0,89.1,5.1,No Match - Angle Mismatch,,0
100226,228836,87002000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  934,6,MIAMI-DADE,29500,5,45,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-02522,Potential Location,0.870000005,1,5408.8083328125,0.00562596278432964,0.00273261049524583,0.0116355139403181,0.0224892382469697,0.0817682545586093,14731.4248145925,,961401.370780127,1.19188213519576,0.119188213519576,22.0908274060497,119485.051352565,5408.8083328125,114076.243019752,6,87,87002000 = .746|87080900 = 33.186,W 21ST ST|W 4TH AVE,48250,87080900,87002000,Y,-80.29002984,25.84052522,10,0.210200815411249,On-System / On-System,87080900,153,LPI-02522,1,0.746,0.736,0.756,W 21ST ST,Off Corridor,,0,0,0,0,85.9,18.3,No Match - Angle Mismatch,,0
100226,228836,87080900,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  934,6,MIAMI-DADE,29500,5,45,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-02522,Potential Location,0.870000005,1,5408.8083328125,0.00562596278432964,0.00273261049524583,0.0116355139403181,0.0224892382469697,0.0817682545586093,14731.4248145925,,961401.370780127,1.19188213519576,0.119188213519576,22.0908274060497,119485.051352565,5408.8083328125,114076.243019752,6,87,87002000 = .746|87080900 = 33.186,W 21ST ST|W 4TH AVE,48250,87080900,87002000,Y,-80.29002984,25.84052522,10,0.210200815411249,On-System / On-System,87080900,153,LPI-02522,2,33.186,33.176,33.196,W 4TH AVE,On Corridor,452566-1,3,105,0.02,100,0.1,0.2,Verified Match,452566-1,3
98882,225218,87030000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,6,MIAMI-DADE,72000,6,45,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-01666,Potential Location,0.870000005,1,5408.8083328125,0.00570770784820268,0.00277231524055559,0.0118045775951465,0.0228160061776206,0.0829563447483094,14945.4719579124,,947632.302959532,1.20920014546452,0.120920014546452,22.4118064396021,121221.165423901,5408.8083328125,115812.357091088,6,87,87030000 = 1.454|87064504 = .447,S DIXIE HWY|SW 67TH AVE,44350,87030000,87064504,Y,-80.30133316,25.69449697,10,0.213255026706392,On-System / On-System,87030000,154,LPI-01666,1,1.454,1.444,1.464,S DIXIE HWY,On Corridor,441639-1,1,106,0.02,100,0,0.2,Verified Match,441639-1,1
98882,225218,87064504,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,6,MIAMI-DADE,72000,6,45,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-01666,Potential Location,0.870000005,1,5408.8083328125,0.00570770784820268,0.00277231524055559,0.0118045775951465,0.0228160061776206,0.0829563447483094,14945.4719579124,,947632.302959532,1.20920014546452,0.120920014546452,22.4118064396021,121221.165423901,5408.8083328125,115812.357091088,6,87,87030000 = 1.454|87064504 = .447,S DIXIE HWY|SW 67TH AVE,44350,87030000,87064504,Y,-80.30133316,25.69449697,10,0.213255026706392,On-System / On-System,87030000,154,LPI-01666,2,0.447,0.437,0.457,SW 67TH AVE,On Corridor,441639-1,1,106,0.02,100,1,17.1,Verified Match,441639-1,1
26079,63434,15110000,URBAN GENERAL,TAMPA-ST PETERSBURG,URBAN MINOR ART,DIVIDED,,SR  693,7,PINELLAS,29000,5,35,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-02219,Potential Location,0.870000005,1,5408.8083328125,0.00661440572521018,0.00279045241532304,0.0110687945807814,0.0200240798321792,0.0651157238620105,12298.702584779,,817731.563124007,0.996604912628152,0.0996604912628152,18.4427860534958,99753.4948864265,5408.8083328125,94344.686553614,7,15,15110000 = 1.121|15A14728 = .188,HUFFMAN WAY S|PASADENA AVE S,13500,15110000,15A14728,Y,-82.73815863,27.75349759,10,0.214650194049857,On-System / Off-System,15110000,155,LPI-02219,1,1.121,1.111,1.131,HUFFMAN WAY S,Off Corridor,,0,0,0,0,,,Unmatched,,0
102620,203676,86210000,URBAN GENERAL,MIAMI,URBAN MINOR ART,DIVIDED,,SR  736,4,BROWARD,29000,4,40,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-01499,Potential Location,0.870000005,1,5408.8083328125,0.00662433372630222,0.00279464079078375,0.0110854084701089,0.0200541353042352,0.0652134603790112,12317.1625247592,,816506.014987828,0.998100783167693,0.0998100783167693,18.4704680566396,99903.2215356995,5408.8083328125,94494.413202887,4,86,86210000 = 1.373|86A17391 = 0,DAVIE BLVD|SW 28TH AVE,14250,86210000,86A17391,Y,-80.17947234,26.10630976,10,0.214972376789995,On-System / Off-System,86210000,156,LPI-01499,1,1.373,1.363,1.383,DAVIE BLVD,On Corridor,448414-1,1,106,0.02,100,0.1,0.4,Verified Match,448414-1,1
83273,173313,78010000,URBAN GENERAL,ST. AUGUSTINE,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,2,ST. JOHNS,31000,4,40,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-01302,Potential Location,0.870000005,1,5408.8083328125,0.00575625849825202,0.00279589698486527,0.0119049891668394,0.0230100826722334,0.083661984309822,15049.1863380483,,939639.582630796,1.21948578983585,0.121948578983585,22.5673335864968,122062.381952004,5408.8083328125,116653.573619191,2,78,78010000 = 18.682|78020000 = .001|78060000 = 20.753,N PONCE DE LEON BLVD|PICOLATA RD|SR-16,42800,78010000,78060000,Y,-81.3246283,29.91681537,10,0.215069007107675,On-System / On-System,78010000,157,LPI-01302,1,18.682,18.671999999999997,18.692,N PONCE DE LEON BLVD,Off Corridor,,0,0,0,0,,,Unmatched,,0
83273,173313,78020000,URBAN GENERAL,ST. AUGUSTINE,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,2,ST. JOHNS,31000,4,40,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-01302,Potential Location,0.870000005,1,5408.8083328125,0.00575625849825202,0.00279589698486527,0.0119049891668394,0.0230100826722334,0.083661984309822,15049.1863380483,,939639.582630796,1.21948578983585,0.121948578983585,22.5673335864968,122062.381952004,5408.8083328125,116653.573619191,2,78,78010000 = 18.682|78020000 = .001|78060000 = 20.753,N PONCE DE LEON BLVD|PICOLATA RD|SR-16,42800,78010000,78060000,Y,-81.3246283,29.91681537,10,0.215069007107675,On-System / On-System,78010000,157,LPI-01302,2,0.001,0,0.011,PICOLATA RD,Off Corridor,,0,0,0,0,,,Unmatched,,0
83273,173313,78060000,URBAN GENERAL,ST. AUGUSTINE,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,2,ST. JOHNS,31000,4,40,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-01302,Potential Location,0.870000005,1,5408.8083328125,0.00575625849825202,0.00279589698486527,0.0119049891668394,0.0230100826722334,0.083661984309822,15049.1863380483,,939639.582630796,1.21948578983585,0.121948578983585,22.5673335864968,122062.381952004,5408.8083328125,116653.573619191,2,78,78010000 = 18.682|78020000 = .001|78060000 = 20.753,N PONCE DE LEON BLVD|PICOLATA RD|SR-16,42800,78010000,78060000,Y,-81.3246283,29.91681537,10,0.215069007107675,On-System / On-System,78010000,157,LPI-01302,3,20.753,20.743,20.763,SR-16,Off Corridor,,0,0,0,0,,,Unmatched,,0
90758,200785,86018000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  824,4,BROWARD,44000,6,40,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-00376,Potential Location,0.870000005,1,5408.8083328125,0.00576612157169255,0.00280068762053638,0.0119253877960005,0.0230495093476229,0.0838053351158497,15098.4266447312,,938032.309163547,1.22157532037179,0.122157532037179,22.6411729557393,122461.764947652,5408.8083328125,117052.956614839,4,86,86018000 = 2.538|86100000 = 1.55,PEMBROKE RD|S 60TH AVE,56000,86018000,86100000,Y,-80.20695153,25.99531858,10,0.215437517558088,On-System / On-System,86018000,158,LPI-00376,1,2.538,2.528,2.5479999999999996,PEMBROKE RD,On Corridor,448400-1,2,105,0.02,100,1.8,0.2,Verified Match,448400-1,2
90758,200785,86100000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  824,4,BROWARD,44000,6,40,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-00376,Potential Location,0.870000005,1,5408.8083328125,0.00576612157169255,0.00280068762053638,0.0119253877960005,0.0230495093476229,0.0838053351158497,15098.4266447312,,938032.309163547,1.22157532037179,0.122157532037179,22.6411729557393,122461.764947652,5408.8083328125,117052.956614839,4,86,86018000 = 2.538|86100000 = 1.55,PEMBROKE RD|S 60TH AVE,56000,86018000,86100000,Y,-80.20695153,25.99531858,10,0.215437517558088,On-System / On-System,86018000,158,LPI-00376,2,1.55,1.54,1.56,S 60TH AVE,Off Corridor,,0,0,0,0,81.4,27.9,No Match - Angle Mismatch,,0
94830,201493,86020000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,4,BROWARD,40000,6,45,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-01568,Potential Location,0.870000005,1,5408.8083328125,0.00576826958506754,0.00280173094131852,0.0119298302782079,0.0230580958218674,0.0838365545375158,15104.0511571476,,937683.000602886,1.22203038537416,0.122203038537416,22.6496073152529,122507.384781671,5408.8083328125,117098.576448858,4,86,86020000 = 14.766|86120000 = 6.951,E HILLSBORO BEACH BLVD|E HILLSBORO BLVD|N FEDERAL HWY|S FEDERAL HWY,59000,86020000,86120000,Y,-80.09077332,26.31799823,10,0.215517773005954,On-System / On-System,86020000,159,LPI-01568,1,14.766,14.756,14.776,E HILLSBORO BEACH BLVD,On Corridor,439891-5,1,106,0.02,100,3.1,11.9,Verified Match,439891-5,1
94830,201493,86120000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,4,BROWARD,40000,6,45,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-01568,Potential Location,0.870000005,1,5408.8083328125,0.00576826958506754,0.00280173094131852,0.0119298302782079,0.0230580958218674,0.0838365545375158,15104.0511571476,,937683.000602886,1.22203038537416,0.122203038537416,22.6496073152529,122507.384781671,5408.8083328125,117098.576448858,4,86,86020000 = 14.766|86120000 = 6.951,E HILLSBORO BEACH BLVD|E HILLSBORO BLVD|N FEDERAL HWY|S FEDERAL HWY,59000,86020000,86120000,Y,-80.09077332,26.31799823,10,0.215517773005954,On-System / On-System,86020000,159,LPI-01568,2,6.951,6.941,6.960999999999999,E HILLSBORO BLVD,On Corridor,439891-5,1,106,0.02,100,1,0.1,Verified Match,439891-5,1
106146,227408,87002000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  932,6,MIAMI-DADE,47000,5,40,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-01752,Potential Location,0.870000005,1,5408.8083328125,0.00577076345974756,0.00280294225187738,0.0119349880644779,0.0230680648429909,0.083872800738831,20326.0168075682,,937277.774516357,1.22255872244152,0.122255872244152,30.4803191001369,164862.203935604,5408.8083328125,159453.395602792,6,87,87002000 = 2.542|87038000 = 3.156,NW 103RD ST|W 49TH ST|W 4TH AVE,78250,87038000,87002000,Y,-80.29078724,25.86659517,10,0.215610950744835,On-System / On-System,87038000,160,LPI-01752,1,2.542,2.532,2.5519999999999996,NW 103RD ST,Off Corridor,,0,0,0,0,88.6,39.8,No Match - Angle Mismatch,,0
106146,227408,87038000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  932,6,MIAMI-DADE,47000,5,40,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-01752,Potential Location,0.870000005,1,5408.8083328125,0.00577076345974756,0.00280294225187738,0.0119349880644779,0.0230680648429909,0.083872800738831,20326.0168075682,,937277.774516357,1.22255872244152,0.122255872244152,30.4803191001369,164862.203935604,5408.8083328125,159453.395602792,6,87,87002000 = 2.542|87038000 = 3.156,NW 103RD ST|W 49TH ST|W 4TH AVE,78250,87038000,87002000,Y,-80.29078724,25.86659517,10,0.215610950744835,On-System / On-System,87038000,160,LPI-01752,2,3.156,3.1460000000000004,3.166,W 49TH ST,On Corridor,451122-1,5,106,0.02,100,0.9,31.4,Verified Match,451122-1,5
91520,200774,86040000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  820,4,BROWARD,41000,6,35,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-02544,Potential Location,0.870000005,1,5408.8083328125,0.00577474503466118,0.00280487615969257,0.011943222685322,0.0230839808008924,0.083930669310587,15121.0069392041,,936631.539634693,1.2234022345996,0.12234022345996,22.6750337257773,122644.911362789,5408.8083328125,117236.103029976,4,86,86040000 = 13.995|86100000 = 2.573,HOLLYWOOD BLVD|S 60TH AVE|SR-7,74500,86040000,86100000,Y,-80.20743367,26.01006878,10,0.215759712890187,On-System / On-System,86040000,161,LPI-02544,1,13.995,13.985,14.004999999999999,HOLLYWOOD BLVD,Off Corridor,,0,0,0,0,,,Unmatched,,0
91520,200774,86100000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  820,4,BROWARD,41000,6,35,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-02544,Potential Location,0.870000005,1,5408.8083328125,0.00577474503466118,0.00280487615969257,0.011943222685322,0.0230839808008924,0.083930669310587,15121.0069392041,,936631.539634693,1.2234022345996,0.12234022345996,22.6750337257773,122644.911362789,5408.8083328125,117236.103029976,4,86,86040000 = 13.995|86100000 = 2.573,HOLLYWOOD BLVD|S 60TH AVE|SR-7,74500,86040000,86100000,Y,-80.20743367,26.01006878,10,0.215759712890187,On-System / On-System,86040000,161,LPI-02544,2,2.573,2.563,2.5829999999999997,S 60TH AVE,Off Corridor,,0,0,0,0,,,Unmatched,,0
50375,115021,55010000,URBAN GENERAL,TALLAHASSEE,URBAN PRIN ART OTHER,DIVIDED,US   27,SR   63,3,LEON,29500,4,35,0,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-01976,Potential Location,0.870000005,1,5408.8083328125,0.00751756353094001,0.00280590618024956,0.0101438292320087,0.0156345795304511,0.0514455185323835,9968.93287433722,,719489.540800219,0.807815898281868,0.0807815898281868,14.9491293830134,80856.9755751353,5408.8083328125,75448.1672423228,3,55,55010000 = 9.173|55A04289 = 0,LAKE ELLA DR|N MONROE ST,15000,55010000,55A04289,N,,,10,0.215838945243771,On-System / Off-System,55010000,162,LPI-01976,1,9.173,9.163,9.183,LAKE ELLA DR,Off Corridor,,0,0,0,0,,,Unmatched,,0
94873,218747,87001000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR   94,6,MIAMI-DADE,54000,6,45,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-01385,Potential Location,0.870000005,1,5408.8083328125,0.00585268613395877,0.00284273326506569,0.0121044190497784,0.023395542753669,0.0850634723333326,15325.0935086118,,924158.276902843,1.23991436015241,0.123991436015241,22.9810761648096,124300.236257221,5408.8083328125,118891.427924408,6,87,87001000 = 5.96|87077502 = 1.007,SW 117TH AVE|SW 88TH ST,92500,87001000,87077502,Y,-80.38470313,25.68639124,10,0.218671798030891,On-System / On-System,87001000,163,LPI-01385,1,5.96,5.95,5.97,SW 117TH AVE,On Corridor,437784-1,1,105,0.02,100,0,0.1,Verified Match,437784-1,1
94873,218747,87077502,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR   94,6,MIAMI-DADE,54000,6,45,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-01385,Potential Location,0.870000005,1,5408.8083328125,0.00585268613395877,0.00284273326506569,0.0121044190497784,0.023395542753669,0.0850634723333326,15325.0935086118,,924158.276902843,1.23991436015241,0.123991436015241,22.9810761648096,124300.236257221,5408.8083328125,118891.427924408,6,87,87001000 = 5.96|87077502 = 1.007,SW 117TH AVE|SW 88TH ST,92500,87001000,87077502,Y,-80.38470313,25.68639124,10,0.218671798030891,On-System / On-System,87001000,163,LPI-01385,2,1.007,0.9969999999999999,1.017,SW 88TH ST,Off Corridor,,0,0,0,0,79.8,52.5,No Match - Angle Mismatch,,0
36596,88704,29002000,URBAN GENERAL,LAKE CITY,URBAN PRIN ART OTHER,DIVIDED,,SR   10A,2,COLUMBIA,9300,4,45,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-00541,Potential Location,0.870000005,1,5408.8083328125,0.00590168207462209,0.00286653129338787,0.0122057515634229,0.0235913992541387,0.0857755837891096,15429.3823454728,,916485.887315245,1.25029434107521,0.125029434107521,23.1374647507385,125146.11214395,5408.8083328125,119737.303811138,2,29,29002000 = 2.749|29A01173 = .499,SE BAYA DR|SE DEFENDER DR,5050,29002000,29A01173,Y,-82.60751987,30.18305071,10,0.220502415664544,On-System / Off-System,29002000,164,LPI-00541,1,2.749,2.7390000000000003,2.759,SE BAYA DR,Off Corridor,,0,0,0,0,,,Unmatched,,0
106348,227590,87030000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,6,MIAMI-DADE,42500,4,35,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-02573,Potential Location,0.870000005,1,5408.8083328125,0.00598242619455957,0.00290574986592893,0.0123727450842027,0.0239141660089018,0.0869491261686556,15640.4801109762,,904116.182449736,1.26740029747145,0.126740029747145,23.4540209808541,126858.304119203,5408.8083328125,121449.49578639,6,87,87030000 = 16.103|87080000 = 0|87080900 = 40.027,BISCAYNE BLVD|NE 79TH ST,60900,87030000,87080900,Y,-80.18462493,25.84792406,10,0.223519229052965,On-System / On-System,87030000,165,LPI-02573,1,16.103,16.093,16.113000000000003,BISCAYNE BLVD,On Corridor,"445996-1, 447214-1",3,106,0.02,100,0.5,0.3,Verified Match,"445996-1, 447214-1",3
106348,227590,87080000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,6,MIAMI-DADE,42500,4,35,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-02573,Potential Location,0.870000005,1,5408.8083328125,0.00598242619455957,0.00290574986592893,0.0123727450842027,0.0239141660089018,0.0869491261686556,15640.4801109762,,904116.182449736,1.26740029747145,0.126740029747145,23.4540209808541,126858.304119203,5408.8083328125,121449.49578639,6,87,87030000 = 16.103|87080000 = 0|87080900 = 40.027,BISCAYNE BLVD|NE 79TH ST,60900,87030000,87080900,Y,-80.18462493,25.84792406,10,0.223519229052965,On-System / On-System,87030000,165,LPI-02573,2,0,0,0.01,NE 79TH ST,On Corridor,410646-5,8,53,0.01,100,0,0.3,Verified Parallel Fallback,410646-5,8
106348,227590,87080900,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,6,MIAMI-DADE,42500,4,35,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-02573,Potential Location,0.870000005,1,5408.8083328125,0.00598242619455957,0.00290574986592893,0.0123727450842027,0.0239141660089018,0.0869491261686556,15640.4801109762,,904116.182449736,1.26740029747145,0.126740029747145,23.4540209808541,126858.304119203,5408.8083328125,121449.49578639,6,87,87030000 = 16.103|87080000 = 0|87080900 = 40.027,BISCAYNE BLVD|NE 79TH ST,60900,87030000,87080900,Y,-80.18462493,25.84792406,10,0.223519229052965,On-System / On-System,87030000,165,LPI-02573,3,40.027,40.017,40.037,,On Corridor,410646-5,8,53,0.01,100,0.7,0.3,Verified Parallel Fallback,410646-5,8
114959,251841,90060000,URBAN GENERAL,KEY LARGO,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,6,MONROE,29500,2,45,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-00248,Potential Location,0.870000005,1,5408.8083328125,0.0060160907703357,0.00292210123130591,0.0124423695477398,0.0240487368715497,0.0874384101734019,13730.7910405019,,899056.968934444,1.27453226901031,0.127453226901031,20.5903053399014,111369.015097612,5408.8083328125,105960.2067648,6,90,90060000 = 16.146|90A00687 = .328,OVERSEAS HWY|WOODS AVE,15000,90060000,90A00687,Y,-80.53954974,24.99381065,10,0.224777026438033,On-System / Off-System,90060000,166,LPI-00248,1,16.146,16.136,16.156000000000002,OVERSEAS HWY,On Corridor,"447810-1, 433891-4",4,106,0.02,100,0.1,0.7,Verified Match,"447810-1, 433891-4",4
100690,224420,87030000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,6,MIAMI-DADE,48500,5,35,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-01648,Potential Location,0.870000005,1,5408.8083328125,0.00602437234039414,0.00292612370819144,0.0124594973403606,0.0240818416412119,0.0875587752655012,15750.1442904113,,897821.055406186,1.27628675189305,0.127628675189305,23.6184702782587,127747.77884933,5408.8083328125,122338.970516517,6,87,87030000 = 19.35|87066000 = 2.967,BISCAYNE BLVD|NE 123RD ST,68250,87030000,87066000,Y,-80.16374949,25.88940504,10,0.22508644774882,On-System / On-System,87030000,167,LPI-01648,1,19.35,19.34,19.360000000000003,BISCAYNE BLVD,On Corridor,451123-1,5,106,0.02,100,0,222.4,Verified Match,451123-1,5
100690,224420,87066000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,6,MIAMI-DADE,48500,5,35,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-01648,Potential Location,0.870000005,1,5408.8083328125,0.00602437234039414,0.00292612370819144,0.0124594973403606,0.0240818416412119,0.0875587752655012,15750.1442904113,,897821.055406186,1.27628675189305,0.127628675189305,23.6184702782587,127747.77884933,5408.8083328125,122338.970516517,6,87,87030000 = 19.35|87066000 = 2.967,BISCAYNE BLVD|NE 123RD ST,68250,87030000,87066000,Y,-80.16374949,25.88940504,10,0.22508644774882,On-System / On-System,87030000,167,LPI-01648,2,2.967,2.9570000000000003,2.977,NE 123RD ST,Off Corridor,,0,0,0,0,71.3,240.2,No Match - Angle Mismatch,,0
90448,194813,86015000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  818,4,BROWARD,29500,6,45,1,LPI,Implement a Leading Pedestrian Interval (LPI),,LPI-00713,Potential Location,0.870000005,1,5408.8083328125,0.00602761356866496,0.00292769801906584,0.0124662007897389,0.0240947981355205,0.0876058835718464,15783.1360608238,,897338.270145689,1.27697341873038,0.127697341873038,23.6679438027259,128015.371660722,5408.8083328125,122606.563327909,4,86,86015000 = 10.069|86A03706 = .017,GRIFFIN RD|NW 10TH ST,10450,86015000,86A03706,Y,-80.15305,26.06327301,10,0.22520754858997,On-System / Off-System,86015000,168,LPI-00713,1,10.069,10.059000000000001,10.079,GRIFFIN RD,On Corridor,"457344-1, 457345-1",2,105,0.02,100,0,0.4,Verified Match,"457344-1, 457345-1",2
